tick,RTM,RTM45C,RTM45P,RTM46C,RTM46P,RTM47C,RTM47P,RTM48C,RTM48P,RTM49C,RTM49P,RTM50C,RTM50P,RTM51C,RTM51P,RTM52C,RTM52P,RTM53C,RTM53P,RTM54C,RTM54P
441,52.91,7.91,0.01,6.9,0.02,5.9,0.02,4.91,0.02,3.94,0.05,3.02,0.12,2.18,0.29,1.47,0.57,0.92,1.02,0.51,1.63
440,53.16,8.15,0.02,7.15,0.02,6.15,0.02,5.16,0.02,4.18,0.03,3.24,0.09,2.38,0.23,1.63,0.48,1.03,0.88,0.6,1.45
439,53.23,8.22,0.02,7.22,0.02,6.22,0.02,5.23,0.02,4.24,0.03,3.3,0.08,2.42,0.2,1.64,0.43,1.04,0.82,0.59,1.39
438,53.38,8.38,0.02,7.37,0.02,6.37,0.02,5.37,0.02,4.39,0.02,3.43,0.06,2.54,0.17,1.74,0.38,1.1,0.73,0.64,1.27
437,53.54,8.53,0.02,7.53,0.02,6.53,0.02,5.53,0.02,4.54,0.02,3.58,0.06,2.68,0.15,1.87,0.35,1.21,0.69,0.72,1.19
436,53.61,8.62,0.01,7.61,0.02,6.61,0.02,5.62,0.02,4.63,0.02,3.66,0.04,2.74,0.13,1.91,0.3,1.23,0.62,0.73,1.12
435,53.83,8.83,0.02,7.83,0.02,6.83,0.02,5.83,0.02,4.84,0.02,3.87,0.04,2.94,0.11,2.09,0.26,1.38,0.55,0.84,1.01
434,53.87,8.87,0.01,7.86,0.02,6.86,0.02,5.87,0.02,4.87,0.02,3.89,0.03,2.96,0.09,2.09,0.24,1.38,0.52,0.81,0.96
433,53.89,8.89,0.02,7.89,0.02,6.89,0.02,5.89,0.02,4.9,0.02,3.92,0.03,2.98,0.09,2.12,0.24,1.4,0.51,0.85,0.95
432,53.99,8.99,0.02,7.99,0.02,6.99,0.02,5.99,0.02,5.0,0.02,4.02,0.02,3.07,0.08,2.19,0.21,1.46,0.47,0.89,0.89
431,53.89,8.88,0.02,7.88,0.02,6.88,0.02,5.88,0.02,4.89,0.02,3.91,0.03,2.97,0.09,2.11,0.23,1.38,0.5,0.83,0.94
430,53.77,8.78,0.01,7.77,0.02,6.77,0.02,5.77,0.02,4.78,0.02,3.8,0.03,2.87,0.1,2.01,0.25,1.31,0.53,0.76,1.01
429,53.92,8.92,0.02,7.92,0.02,6.92,0.02,5.92,0.02,4.93,0.02,3.95,0.03,3.01,0.09,2.15,0.24,1.43,0.51,0.87,0.95
428,53.87,8.88,0.01,7.87,0.02,6.87,0.02,5.87,0.02,4.88,0.02,3.9,0.03,2.96,0.09,2.09,0.23,1.38,0.49,0.82,0.95
427,54.16,9.16,0.02,8.16,0.02,7.16,0.02,6.16,0.02,5.16,0.02,4.17,0.02,3.22,0.06,2.32,0.17,1.55,0.4,0.94,0.79
426,54.29,9.29,0.02,8.29,0.02,7.29,0.02,6.29,0.02,5.3,0.02,4.31,0.02,3.35,0.05,2.44,0.15,1.65,0.36,1.02,0.72
425,54.15,9.15,0.02,8.15,0.02,7.15,0.02,6.15,0.02,5.16,0.02,4.17,0.02,3.22,0.06,2.32,0.18,1.56,0.4,0.95,0.8
424,54.17,9.17,0.02,8.17,0.02,7.17,0.02,6.17,0.02,5.17,0.02,4.18,0.02,3.23,0.06,2.33,0.16,1.55,0.38,0.94,0.77
423,54.32,9.32,0.02,8.32,0.02,7.32,0.02,6.32,0.02,5.32,0.02,4.33,0.02,3.36,0.04,2.45,0.13,1.65,0.33,1.0,0.68
422,54.31,9.31,0.02,8.31,0.02,7.31,0.02,6.31,0.02,5.31,0.02,4.32,0.02,3.35,0.04,2.36,0.13,1.63,0.32,0.99,0.68
421,54.27,9.27,0.02,8.27,0.02,7.27,0.02,6.27,0.02,5.27,0.02,4.27,0.02,3.3,0.03,2.31,0.11,1.56,0.29,0.91,0.65
420,54.08,9.08,0.02,8.08,0.02,7.08,0.02,6.08,0.02,5.08,0.02,4.09,0.02,3.13,0.05,2.13,0.14,1.44,0.36,0.85,0.76
419,53.83,8.83,0.02,7.83,0.02,6.83,0.02,5.84,0.02,4.84,0.02,3.86,0.03,2.92,0.09,1.93,0.23,1.33,0.51,0.79,0.97
418,53.89,8.9,0.01,7.89,0.02,6.89,0.02,5.9,0.02,4.9,0.02,3.93,0.04,3.0,0.1,2.02,0.25,1.42,0.53,0.87,0.97
417,53.99,8.99,0.02,7.99,0.02,6.99,0.02,6.0,0.02,5.0,0.02,4.02,0.03,3.09,0.09,2.1,0.23,1.49,0.5,0.93,0.92
416,54.14,9.14,0.02,8.14,0.02,7.14,0.02,6.15,0.02,5.15,0.02,4.17,0.03,3.23,0.09,2.23,0.21,1.59,0.45,1.0,0.86
415,54.02,9.02,0.02,8.02,0.02,7.02,0.02,6.03,0.02,5.03,0.02,4.05,0.03,3.11,0.09,2.12,0.22,1.5,0.48,0.92,0.9
414,54.27,9.27,0.02,8.27,0.02,7.27,0.02,6.28,0.02,5.28,0.02,4.29,0.02,3.33,0.06,2.34,0.16,1.65,0.38,1.02,0.75
413,54.46,9.46,0.02,8.46,0.02,7.46,0.02,6.47,0.02,5.47,0.02,4.48,0.02,3.51,0.05,2.51,0.14,1.79,0.33,1.13,0.67
412,54.44,9.44,0.02,8.44,0.02,7.44,0.02,6.44,0.02,5.44,0.02,4.45,0.02,3.48,0.05,2.49,0.13,1.76,0.33,1.1,0.67
411,54.39,9.39,0.02,8.39,0.02,7.39,0.02,6.39,0.02,5.39,0.02,4.4,0.02,3.44,0.05,2.45,0.14,1.73,0.34,1.08,0.69
410,54.18,9.18,0.02,8.18,0.02,7.18,0.02,6.18,0.02,5.18,0.02,4.2,0.02,3.24,0.06,2.25,0.17,1.57,0.39,0.96,0.78
409,54.24,9.25,0.02,8.25,0.02,7.25,0.02,6.25,0.02,5.25,0.02,4.27,0.02,3.32,0.07,2.33,0.18,1.64,0.4,1.03,0.78
408,54.0,9.01,0.02,8.01,0.02,7.01,0.02,6.02,0.02,5.02,0.02,4.04,0.03,3.1,0.09,2.12,0.22,1.5,0.48,0.91,0.9
407,54.18,9.19,0.01,8.18,0.02,7.18,0.02,6.18,0.02,5.18,0.02,4.2,0.02,3.25,0.07,2.26,0.19,1.6,0.42,0.98,0.81
406,53.93,8.94,0.02,7.94,0.02,6.94,0.02,5.94,0.02,4.95,0.02,3.96,0.02,3.02,0.08,2.03,0.21,1.4,0.46,0.83,0.89
405,53.79,8.81,0.01,7.8,0.02,6.8,0.02,5.8,0.02,4.8,0.02,3.82,0.02,2.87,0.08,1.89,0.2,1.28,0.48,0.72,0.93
404,53.77,8.77,0.02,7.77,0.02,6.77,0.02,5.77,0.02,4.77,0.02,3.79,0.02,2.85,0.08,1.87,0.21,1.27,0.5,0.72,0.96
403,53.93,8.93,0.02,7.93,0.02,6.93,0.02,5.94,0.02,4.94,0.02,3.95,0.02,3.0,0.07,2.02,0.19,1.38,0.45,0.81,0.87
402,53.88,8.89,0.01,7.88,0.02,6.88,0.02,5.88,0.02,4.88,0.02,3.9,0.02,2.94,0.06,1.96,0.17,1.32,0.44,0.75,0.87
401,53.83,8.83,0.02,7.83,0.02,6.83,0.02,5.83,0.02,4.83,0.02,3.85,0.02,2.89,0.06,1.9,0.18,1.27,0.44,0.72,0.88
400,54.01,9.01,0.02,8.01,0.02,7.01,0.02,6.01,0.02,5.01,0.02,4.02,0.02,3.05,0.04,2.06,0.13,1.36,0.35,0.75,0.75
399,54.01,9.01,0.02,8.01,0.02,7.01,0.02,6.01,0.02,5.02,0.02,4.03,0.02,3.06,0.05,2.07,0.14,1.4,0.38,0.8,0.79
398,53.74,8.75,0.01,7.74,0.02,6.74,0.02,5.74,0.02,4.74,0.02,3.75,0.02,2.79,0.05,1.8,0.17,1.17,0.43,0.61,0.89
397,53.36,8.36,0.02,7.36,0.02,6.36,0.02,5.36,0.02,4.36,0.02,3.38,0.02,2.44,0.09,1.47,0.25,0.94,0.58,0.46,1.12
396,53.24,8.26,0.01,7.25,0.02,6.25,0.02,5.26,0.02,4.26,0.02,3.29,0.03,2.36,0.11,1.4,0.3,0.91,0.66,0.46,1.22
395,53.08,8.09,0.02,7.09,0.02,6.09,0.02,5.1,0.02,4.1,0.02,3.13,0.03,2.21,0.12,1.26,0.32,0.8,0.71,0.38,1.3
394,53.01,8.03,0.01,7.02,0.02,6.02,0.02,5.02,0.02,4.02,0.02,3.05,0.03,2.13,0.11,1.18,0.32,0.73,0.72,0.33,1.32
393,52.95,7.94,0.02,6.94,0.02,5.94,0.02,4.94,0.02,3.95,0.02,2.98,0.04,2.07,0.13,1.12,0.35,0.7,0.76,0.32,1.39
392,52.84,7.85,0.01,6.84,0.02,5.84,0.02,4.84,0.02,3.85,0.02,2.88,0.04,1.98,0.14,1.03,0.38,0.66,0.81,0.29,1.46
391,52.64,7.64,0.02,6.64,0.02,5.64,0.02,4.64,0.02,3.65,0.02,2.69,0.05,1.81,0.17,1.08,0.44,0.55,0.92,0.23,1.61
390,52.68,7.69,0.01,6.68,0.02,5.68,0.02,4.68,0.02,3.69,0.02,2.73,0.05,1.84,0.16,1.1,0.42,0.57,0.89,0.25,1.56
389,52.59,7.59,0.02,6.59,0.02,5.59,0.02,4.59,0.02,3.6,0.02,2.63,0.04,1.75,0.16,1.02,0.43,0.51,0.91,0.2,1.61
388,52.56,7.57,0.01,6.56,0.02,5.56,0.02,4.57,0.02,3.58,0.02,2.63,0.07,1.76,0.2,1.06,0.5,0.55,0.99,0.24,1.68
387,52.48,7.48,0.02,6.48,0.02,5.48,0.02,4.49,0.02,3.5,0.02,2.56,0.07,1.7,0.22,1.01,0.53,0.52,1.05,0.23,1.75
386,52.45,7.46,0.02,6.45,0.02,5.45,0.02,4.45,0.02,3.47,0.02,2.53,0.08,1.68,0.23,1.0,0.54,0.51,1.06,0.22,1.77
385,52.61,7.61,0.02,6.61,0.02,5.61,0.02,4.61,0.02,3.62,0.02,2.66,0.06,1.79,0.18,1.07,0.46,0.56,0.95,0.24,1.63
384,52.54,7.55,0.01,6.54,0.02,5.54,0.02,4.54,0.02,3.56,0.02,2.62,0.08,1.77,0.23,1.08,0.53,0.57,1.04,0.26,1.72
383,52.55,7.54,0.02,6.54,0.02,5.54,0.02,4.54,0.02,3.56,0.02,2.62,0.08,1.77,0.23,1.07,0.53,0.58,1.03,0.26,1.73
382,52.45,7.46,0.01,6.45,0.02,5.45,0.02,4.45,0.02,3.47,0.03,2.54,0.09,1.7,0.26,1.03,0.58,0.54,1.11,0.25,1.8
381,52.35,7.35,0.02,6.35,0.02,5.35,0.02,4.36,0.02,3.38,0.03,2.45,0.1,1.63,0.28,0.97,0.62,0.51,1.15,0.23,1.88
380,52.61,7.62,0.02,6.61,0.02,5.61,0.02,4.61,0.02,3.63,0.02,2.69,0.08,1.83,0.22,1.12,0.52,0.61,1.0,0.29,1.68
379,52.54,7.54,0.02,6.54,0.02,5.54,0.02,4.54,0.02,3.56,0.02,2.61,0.07,1.76,0.22,1.05,0.51,0.56,1.02,0.24,1.71
378,52.58,7.59,0.01,6.58,0.02,5.58,0.02,4.59,0.02,3.61,0.03,2.67,0.09,1.83,0.25,1.12,0.54,0.62,1.04,0.29,1.73
377,52.39,7.39,0.02,6.39,0.02,5.39,0.02,4.4,0.02,3.43,0.04,2.51,0.12,1.69,0.3,1.02,0.63,0.56,1.17,0.28,1.88
376,52.4,7.41,0.01,6.4,0.02,5.4,0.02,4.41,0.02,3.43,0.03,2.51,0.11,1.69,0.29,1.02,0.62,0.55,1.15,0.25,1.86
375,52.29,7.29,0.02,6.29,0.02,5.29,0.02,4.3,0.02,3.32,0.03,2.4,0.11,1.59,0.3,0.94,0.64,0.49,1.2,0.23,1.93
374,52.38,7.39,0.01,6.38,0.02,5.38,0.02,4.39,0.02,3.41,0.03,2.49,0.1,1.66,0.28,0.99,0.62,0.53,1.15,0.23,1.86
373,52.45,7.45,0.02,6.45,0.02,5.45,0.02,4.45,0.02,3.48,0.03,2.55,0.1,1.71,0.27,1.03,0.58,0.56,1.1,0.26,1.81
372,52.53,7.54,0.02,6.53,0.02,5.53,0.02,4.54,0.02,3.56,0.03,2.63,0.1,1.78,0.26,1.11,0.58,0.61,1.08,0.31,1.77
371,52.62,7.62,0.02,6.62,0.02,5.62,0.02,4.63,0.02,3.65,0.02,2.71,0.08,1.85,0.23,1.14,0.51,0.62,1.01,0.3,1.68
370,52.37,7.38,0.01,6.37,0.02,5.37,0.02,4.38,0.02,3.41,0.04,2.48,0.11,1.66,0.29,1.01,0.64,0.54,1.17,0.24,1.89
369,52.45,7.45,0.02,6.45,0.02,5.45,0.02,4.46,0.02,3.48,0.03,2.55,0.1,1.71,0.26,1.04,0.58,0.55,1.1,0.26,1.8
368,52.29,7.31,0.01,6.3,0.02,5.3,0.02,4.31,0.02,3.33,0.03,2.4,0.1,1.58,0.28,0.93,0.63,0.48,1.17,0.2,1.91
367,52.07,7.07,0.02,6.07,0.02,5.07,0.02,4.08,0.02,3.1,0.03,2.17,0.1,1.37,0.29,0.75,0.67,0.35,1.27,0.13,2.06
366,51.94,6.96,0.01,5.95,0.02,4.95,0.02,3.96,0.02,2.98,0.03,2.06,0.11,1.27,0.32,0.68,0.73,0.3,1.35,0.1,2.16
365,52.06,7.07,0.02,6.07,0.02,5.07,0.02,4.07,0.02,3.09,0.02,2.15,0.09,1.34,0.27,0.72,0.65,0.32,1.25,0.12,2.05
364,51.99,7.0,0.01,5.99,0.02,4.99,0.02,4.0,0.02,3.02,0.03,2.1,0.1,1.3,0.3,0.69,0.7,0.31,1.32,0.11,2.12
363,51.73,6.74,0.02,5.74,0.02,4.74,0.02,3.75,0.02,2.78,0.04,1.87,0.13,1.12,0.38,0.57,0.83,0.24,1.5,0.08,2.34
362,51.78,6.8,0.01,5.79,0.02,4.79,0.02,3.8,0.02,2.83,0.03,1.92,0.13,1.15,0.36,0.59,0.8,0.25,1.46,0.09,2.3
361,51.66,6.66,0.02,5.66,0.02,4.66,0.02,3.67,0.02,2.69,0.03,1.79,0.13,1.03,0.37,0.51,0.85,0.2,1.54,0.06,2.4
360,51.51,6.52,0.01,5.51,0.02,4.51,0.02,3.52,0.02,2.56,0.05,1.69,0.17,0.97,0.46,0.48,0.96,0.19,1.68,0.06,2.55
359,51.42,6.41,0.02,5.41,0.02,4.41,0.03,3.43,0.02,2.49,0.07,1.64,0.23,0.95,0.54,0.48,1.07,0.21,1.8,0.07,2.66
358,51.43,6.43,0.01,5.42,0.02,4.42,0.03,3.44,0.02,2.5,0.08,1.65,0.23,0.97,0.55,0.49,1.07,0.21,1.79,0.07,2.67
357,51.7,6.7,0.02,5.7,0.02,4.7,0.03,3.72,0.02,2.76,0.05,1.88,0.17,1.14,0.44,0.61,0.9,0.27,1.57,0.11,2.4
356,51.86,6.87,0.01,5.86,0.02,4.86,0.02,3.87,0.02,2.91,0.05,2.02,0.16,1.26,0.4,0.69,0.83,0.33,1.47,0.12,2.28
355,51.79,6.79,0.02,5.79,0.02,4.79,0.03,3.8,0.02,2.85,0.05,1.96,0.17,1.22,0.42,0.67,0.87,0.31,1.52,0.12,2.33
354,51.76,6.77,0.01,5.76,0.02,4.76,0.02,3.77,0.02,2.8,0.04,1.9,0.14,1.14,0.38,0.59,0.84,0.26,1.5,0.08,2.33
353,51.83,6.84,0.02,5.84,0.02,4.84,0.02,3.84,0.02,2.87,0.03,1.96,0.12,1.18,0.34,0.61,0.78,0.26,1.43,0.09,2.26
352,51.85,6.87,0.01,5.86,0.02,4.86,0.02,3.87,0.02,2.89,0.02,1.97,0.1,1.18,0.31,0.6,0.75,0.25,1.39,0.08,2.22
351,51.59,6.6,0.02,5.6,0.02,4.6,0.02,3.61,0.02,2.63,0.03,1.73,0.13,0.99,0.39,0.48,0.87,0.18,1.58,0.06,2.45
350,51.61,6.63,0.01,5.62,0.02,4.62,0.02,3.62,0.02,2.65,0.03,1.75,0.13,1.0,0.38,0.49,0.86,0.19,1.57,0.06,2.44
349,51.52,6.52,0.02,5.52,0.02,4.52,0.02,3.53,0.02,2.56,0.04,1.67,0.15,0.95,0.42,0.44,0.92,0.17,1.65,0.04,2.53
348,51.29,6.3,0.02,5.29,0.02,4.29,0.02,3.29,0.02,2.33,0.05,1.47,0.18,0.78,0.5,0.34,1.06,0.12,1.83,0.03,2.75
347,51.19,6.19,0.02,5.19,0.02,4.19,0.02,3.2,0.02,2.24,0.06,1.39,0.2,0.74,0.54,0.31,1.13,0.11,1.92,0.03,2.85
346,51.35,6.35,0.02,5.34,0.02,4.34,0.02,3.35,0.02,2.38,0.04,1.49,0.15,0.79,0.46,0.34,1.0,0.11,1.77,0.03,2.69
345,51.08,6.07,0.02,5.07,0.02,4.07,0.02,3.08,0.02,2.13,0.06,1.29,0.22,0.66,0.58,0.26,1.2,0.08,2.02,0.02,2.96
344,51.29,6.29,0.01,5.28,0.02,4.28,0.02,3.28,0.02,2.32,0.05,1.46,0.18,0.77,0.5,0.33,1.06,0.11,1.84,0.02,2.75
343,51.4,6.4,0.02,5.4,0.02,4.4,0.02,3.41,0.02,2.46,0.06,1.59,0.19,0.91,0.5,0.43,1.03,0.17,1.77,0.04,2.66
342,51.62,6.63,0.01,5.62,0.02,4.62,0.02,3.62,0.02,2.65,0.04,1.76,0.14,1.02,0.4,0.51,0.89,0.2,1.58,0.05,2.45
341,51.73,6.73,0.02,5.73,0.02,4.73,0.02,3.74,0.02,2.76,0.03,1.85,0.12,1.09,0.35,0.54,0.81,0.22,1.48,0.06,2.35
340,51.82,6.83,0.01,5.82,0.02,4.82,0.02,3.83,0.02,2.85,0.03,1.94,0.11,1.17,0.34,0.59,0.77,0.25,1.43,0.07,2.26
339,51.59,6.59,0.02,5.59,0.02,4.59,0.02,3.6,0.02,2.64,0.05,1.76,0.17,1.03,0.44,0.53,0.94,0.22,1.63,0.08,2.5
338,51.61,6.62,0.01,5.61,0.02,4.61,0.02,3.61,0.02,2.65,0.04,1.76,0.15,1.02,0.42,0.5,0.91,0.2,1.6,0.06,2.46
337,51.63,6.63,0.02,5.63,0.02,4.63,0.02,3.64,0.02,2.67,0.04,1.77,0.14,1.03,0.4,0.52,0.88,0.21,1.58,0.06,2.45
336,51.59,6.59,0.01,5.58,0.02,4.58,0.02,3.59,0.02,2.63,0.04,1.74,0.16,1.01,0.42,0.5,0.91,0.2,1.62,0.07,2.48
335,51.53,6.53,0.02,5.53,0.02,4.53,0.02,3.54,0.02,2.58,0.05,1.71,0.18,0.99,0.47,0.5,0.98,0.21,1.68,0.06,2.55
334,51.71,6.72,0.02,5.71,0.02,4.71,0.02,3.72,0.02,2.75,0.04,1.85,0.14,1.1,0.39,0.57,0.86,0.24,1.53,0.08,2.37
333,51.81,6.81,0.02,5.81,0.02,4.81,0.02,3.81,0.02,2.84,0.03,1.93,0.13,1.16,0.36,0.61,0.8,0.26,1.45,0.08,2.3
332,51.81,6.82,0.02,5.81,0.02,4.81,0.02,3.82,0.02,2.85,0.04,1.95,0.15,1.21,0.39,0.65,0.83,0.29,1.48,0.11,2.3
331,51.72,6.71,0.02,5.71,0.02,4.71,0.02,3.72,0.02,2.75,0.04,1.85,0.15,1.11,0.4,0.58,0.87,0.24,1.54,0.08,2.39
330,51.72,6.72,0.02,5.72,0.02,4.72,0.02,3.72,0.02,2.75,0.04,1.86,0.14,1.1,0.39,0.56,0.85,0.24,1.52,0.08,2.37
329,51.75,6.74,0.01,5.74,0.02,4.75,0.02,3.76,0.02,2.81,0.07,1.94,0.19,1.21,0.46,0.67,0.93,0.32,1.58,0.12,2.4
328,51.8,6.79,0.02,5.79,0.02,4.79,0.02,3.8,0.02,2.84,0.05,1.95,0.16,1.2,0.41,0.65,0.86,0.29,1.51,0.11,2.32
327,51.73,6.73,0.02,5.73,0.02,4.73,0.02,3.74,0.02,2.78,0.06,1.91,0.18,1.17,0.44,0.63,0.91,0.29,1.57,0.11,2.4
326,51.78,6.78,0.02,5.78,0.02,4.78,0.02,3.79,0.02,2.83,0.05,1.94,0.16,1.19,0.4,0.64,0.85,0.29,1.51,0.11,2.33
325,51.8,6.8,0.02,5.8,0.02,4.81,0.02,3.82,0.02,2.86,0.06,1.98,0.17,1.23,0.43,0.69,0.89,0.32,1.52,0.12,2.34
324,52.08,7.09,0.02,6.08,0.02,5.08,0.02,4.09,0.02,3.12,0.04,2.21,0.13,1.42,0.34,0.82,0.73,0.4,1.32,0.17,2.09
323,52.26,7.26,0.02,6.26,0.02,5.26,0.02,4.27,0.02,3.29,0.03,2.36,0.1,1.55,0.29,0.9,0.64,0.46,1.2,0.19,1.95
322,52.26,7.27,0.02,6.26,0.02,5.26,0.02,4.27,0.02,3.3,0.04,2.38,0.12,1.57,0.31,0.93,0.67,0.48,1.23,0.22,1.96
321,52.38,7.38,0.01,6.38,0.02,5.38,0.02,4.39,0.02,3.42,0.03,2.49,0.11,1.67,0.29,1.01,0.63,0.54,1.15,0.24,1.88
320,52.49,7.49,0.02,6.49,0.02,5.49,0.02,4.49,0.02,3.52,0.04,2.6,0.11,1.78,0.29,1.09,0.61,0.62,1.12,0.3,1.82
319,52.36,7.36,0.01,6.36,0.02,5.36,0.02,4.37,0.02,3.41,0.06,2.51,0.16,1.72,0.35,1.08,0.72,0.61,1.25,0.3,1.96
318,52.0,7.0,0.02,6.0,0.02,5.01,0.02,4.02,0.02,3.07,0.07,2.19,0.18,1.43,0.43,0.85,0.84,0.44,1.44,0.21,2.2
317,51.95,6.95,0.01,5.95,0.02,4.95,0.02,3.96,0.02,3.0,0.05,2.11,0.16,1.35,0.4,0.78,0.82,0.38,1.44,0.15,2.23
316,51.85,6.85,0.02,5.85,0.02,4.85,0.02,3.87,0.02,2.92,0.07,2.05,0.2,1.31,0.46,0.75,0.91,0.38,1.53,0.17,2.32
315,51.92,6.93,0.01,5.92,0.02,4.93,0.02,3.94,0.02,2.99,0.07,2.11,0.19,1.36,0.44,0.79,0.87,0.41,1.48,0.17,2.27
314,52.02,7.02,0.02,6.02,0.02,5.02,0.02,4.03,0.02,3.07,0.06,2.18,0.17,1.42,0.4,0.83,0.81,0.42,1.41,0.19,2.17
313,51.97,6.98,0.01,5.97,0.02,4.97,0.02,3.98,0.02,3.01,0.04,2.11,0.15,1.34,0.37,0.76,0.79,0.37,1.4,0.14,2.2
312,52.15,7.15,0.02,6.15,0.02,5.15,0.02,4.16,0.02,3.19,0.04,2.27,0.12,1.48,0.33,0.85,0.71,0.43,1.28,0.19,2.04
311,51.9,6.91,0.01,5.9,0.02,4.91,0.02,3.92,0.02,2.96,0.06,2.07,0.17,1.32,0.42,0.75,0.85,0.37,1.46,0.15,2.26
310,51.65,6.65,0.02,5.65,0.02,4.65,0.02,3.67,0.02,2.72,0.07,1.85,0.2,1.13,0.48,0.62,0.96,0.28,1.63,0.11,2.46
309,51.66,6.68,0.01,5.67,0.02,4.67,0.02,3.69,0.02,2.75,0.08,1.9,0.23,1.19,0.52,0.67,1.0,0.33,1.66,0.13,2.48
308,51.7,6.71,0.01,5.71,0.02,4.72,0.02,3.75,0.03,2.82,0.1,1.98,0.26,1.27,0.56,0.75,1.03,0.39,1.68,0.18,2.47
307,51.84,6.86,0.01,5.85,0.02,4.86,0.02,3.88,0.03,2.95,0.1,2.1,0.25,1.38,0.53,0.83,0.97,0.45,1.59,0.21,2.37
306,51.75,6.76,0.01,5.76,0.02,4.77,0.02,3.79,0.03,2.86,0.1,2.01,0.26,1.3,0.55,0.78,1.01,0.4,1.65,0.19,2.43
305,51.91,6.93,0.01,5.92,0.02,4.93,0.02,3.95,0.03,3.01,0.1,2.16,0.24,1.43,0.51,0.87,0.95,0.47,1.56,0.22,2.33
304,52.07,7.07,0.02,6.07,0.02,5.08,0.02,4.1,0.03,3.16,0.09,2.29,0.22,1.54,0.47,0.95,0.88,0.55,1.47,0.27,2.2
303,52.1,7.11,0.01,6.1,0.02,5.11,0.02,4.13,0.02,3.18,0.07,2.3,0.2,1.54,0.44,0.94,0.85,0.52,1.42,0.25,2.17
302,52.31,7.31,0.02,6.31,0.02,5.32,0.02,4.34,0.02,3.38,0.07,2.5,0.19,1.72,0.41,1.1,0.78,0.63,1.33,0.33,2.02
301,52.43,7.44,0.01,6.43,0.02,5.43,0.02,4.45,0.02,3.48,0.05,2.58,0.15,1.78,0.35,1.13,0.69,0.65,1.22,0.32,1.91
300,52.6,7.6,0.03,6.6,0.02,5.6,0.02,4.61,0.02,3.64,0.05,2.73,0.13,1.91,0.31,1.24,0.63,0.72,1.12,0.38,1.79
299,52.43,7.45,0.01,6.44,0.02,5.45,0.02,4.48,0.04,3.55,0.11,2.68,0.25,1.92,0.48,1.28,0.86,0.81,1.38,0.46,2.05
298,52.18,7.19,0.03,6.19,0.02,5.2,0.02,4.24,0.05,3.32,0.13,2.48,0.29,1.74,0.56,1.15,0.96,0.71,1.52,0.4,2.22
297,52.22,7.23,0.01,6.23,0.02,5.24,0.02,4.28,0.06,3.36,0.14,2.52,0.3,1.79,0.57,1.18,0.97,0.74,1.52,0.42,2.22
296,52.46,7.47,0.03,6.47,0.02,5.48,0.02,4.51,0.04,3.57,0.11,2.71,0.24,1.95,0.48,1.32,0.85,0.82,1.37,0.49,2.02
295,52.48,7.49,0.01,6.48,0.02,5.49,0.02,4.52,0.04,3.59,0.1,2.72,0.24,1.95,0.47,1.31,0.82,0.83,1.35,0.47,2.01
294,52.35,7.35,0.02,6.36,0.02,5.37,0.02,4.4,0.04,3.47,0.11,2.61,0.25,1.85,0.5,1.23,0.88,0.76,1.4,0.44,2.09
293,52.41,7.42,0.01,6.41,0.02,5.42,0.02,4.44,0.03,3.5,0.09,2.63,0.22,1.86,0.45,1.22,0.82,0.75,1.34,0.41,2.03
292,52.29,7.3,0.02,6.3,0.02,5.31,0.02,4.34,0.04,3.41,0.11,2.55,0.25,1.8,0.5,1.19,0.88,0.73,1.43,0.42,2.12
291,52.28,7.29,0.01,6.29,0.02,5.3,0.02,4.32,0.04,3.39,0.11,2.53,0.25,1.78,0.5,1.17,0.88,0.7,1.43,0.39,2.13
290,52.49,7.49,0.02,6.5,0.02,5.51,0.02,4.53,0.04,3.59,0.1,2.72,0.23,1.95,0.45,1.3,0.82,0.83,1.34,0.48,1.98
289,52.82,7.83,0.01,6.82,0.02,5.82,0.02,4.84,0.02,3.88,0.06,2.97,0.16,2.15,0.34,1.47,0.65,0.91,1.11,0.53,1.73
288,52.89,7.89,0.02,6.89,0.02,5.9,0.02,4.92,0.03,3.96,0.07,3.06,0.17,2.25,0.36,1.56,0.67,1.01,1.11,0.61,1.72
287,52.76,7.76,0.01,6.75,0.02,5.76,0.02,4.78,0.03,3.83,0.08,2.94,0.19,2.14,0.39,1.47,0.72,0.94,1.19,0.55,1.82
286,52.81,7.8,0.02,6.8,0.02,5.81,0.02,4.83,0.03,3.88,0.09,3.0,0.2,2.2,0.4,1.52,0.72,0.98,1.19,0.6,1.8
285,52.6,7.61,0.01,6.6,0.02,5.61,0.02,4.64,0.04,3.7,0.09,2.82,0.22,2.04,0.43,1.37,0.78,0.87,1.28,0.51,1.93
284,52.54,7.55,0.02,6.55,0.02,5.56,0.02,4.59,0.05,3.67,0.12,2.8,0.26,2.04,0.5,1.41,0.85,0.91,1.37,0.55,2.01
283,52.54,7.54,0.01,6.54,0.02,5.55,0.02,4.59,0.06,3.66,0.13,2.81,0.28,2.05,0.52,1.42,0.89,0.92,1.39,0.56,2.04
282,52.76,7.75,0.02,6.76,0.02,5.77,0.02,4.8,0.05,3.87,0.11,2.99,0.24,2.21,0.46,1.55,0.8,1.02,1.28,0.64,1.89
281,52.56,7.58,0.01,6.57,0.02,5.58,0.02,4.62,0.05,3.69,0.12,2.83,0.26,2.06,0.5,1.43,0.85,0.93,1.36,0.56,2.01
