tick,RTM,RTM45C,RTM45P,RTM46C,RTM46P,RTM47C,RTM47P,RTM48C,RTM48P,RTM49C,RTM49P,RTM50C,RTM50P,RTM51C,RTM51P,RTM52C,RTM52P,RTM53C,RTM53P,RTM54C,RTM54P
441,51.81,6.82,0.02,5.82,0.02,4.82,0.02,3.82,0.02,2.83,0.02,1.89,0.07,1.08,0.26,0.5,0.68,0.18,1.36,0.05,2.23
440,51.85,6.84,0.02,5.84,0.02,4.84,0.02,3.84,0.02,2.85,0.02,1.9,0.06,1.08,0.24,0.49,0.65,0.17,1.33,0.04,2.2
439,51.61,6.6,0.02,5.6,0.02,4.6,0.02,3.6,0.02,2.62,0.02,1.7,0.1,0.94,0.34,0.42,0.82,0.14,1.55,0.04,2.44
438,51.65,6.64,0.02,5.64,0.02,4.64,0.02,3.65,0.02,2.67,0.03,1.76,0.12,1.0,0.36,0.47,0.83,0.18,1.53,0.05,2.41
437,51.69,6.7,0.02,5.7,0.02,4.7,0.02,3.7,0.02,2.73,0.03,1.81,0.11,1.04,0.34,0.5,0.8,0.19,1.49,0.06,2.36
436,51.79,6.78,0.02,5.78,0.02,4.79,0.02,3.79,0.02,2.81,0.03,1.89,0.11,1.12,0.33,0.55,0.77,0.22,1.44,0.07,2.29
435,51.74,6.75,0.02,5.75,0.02,4.75,0.02,3.75,0.02,2.78,0.03,1.86,0.11,1.09,0.34,0.53,0.78,0.21,1.46,0.07,2.32
434,51.82,6.81,0.02,5.81,0.02,4.82,0.02,3.82,0.02,2.84,0.02,1.92,0.1,1.13,0.32,0.56,0.75,0.23,1.41,0.07,2.26
433,51.64,6.64,0.02,5.64,0.02,4.64,0.02,3.64,0.02,2.67,0.03,1.76,0.12,1.0,0.36,0.47,0.83,0.18,1.54,0.05,2.42
432,51.68,6.68,0.02,5.68,0.02,4.68,0.02,3.69,0.02,2.71,0.02,1.79,0.11,1.02,0.34,0.48,0.8,0.18,1.5,0.05,2.37
431,51.9,6.9,0.02,5.9,0.02,4.9,0.02,3.9,0.02,2.91,0.02,1.98,0.08,1.17,0.27,0.58,0.68,0.23,1.33,0.07,2.17
430,51.73,6.73,0.02,5.73,0.02,4.73,0.02,3.73,0.02,2.75,0.02,1.82,0.1,1.05,0.32,0.49,0.77,0.19,1.46,0.05,2.33
429,51.36,6.36,0.02,5.36,0.02,4.36,0.02,3.37,0.02,2.4,0.05,1.53,0.18,0.84,0.48,0.38,1.02,0.14,1.78,0.04,2.68
428,51.38,6.38,0.02,5.38,0.02,4.38,0.02,3.38,0.02,2.42,0.04,1.54,0.17,0.84,0.47,0.38,1.0,0.14,1.76,0.04,2.66
427,51.41,6.41,0.02,5.41,0.02,4.41,0.02,3.42,0.02,2.46,0.05,1.58,0.17,0.88,0.47,0.41,0.99,0.15,1.74,0.05,2.63
426,51.36,6.36,0.02,5.36,0.02,4.36,0.02,3.37,0.02,2.41,0.05,1.54,0.18,0.84,0.49,0.38,1.03,0.14,1.78,0.04,2.68
425,51.24,6.24,0.02,5.24,0.02,4.24,0.02,3.26,0.02,2.31,0.07,1.47,0.23,0.81,0.57,0.38,1.13,0.14,1.9,0.04,2.8
424,51.45,6.45,0.02,5.45,0.02,4.45,0.02,3.46,0.02,2.5,0.05,1.63,0.19,0.93,0.48,0.45,1.0,0.18,1.73,0.06,2.61
423,51.57,6.56,0.02,5.56,0.02,4.56,0.02,3.57,0.02,2.61,0.06,1.74,0.18,1.03,0.47,0.52,0.96,0.22,1.66,0.08,2.52
422,51.6,6.61,0.02,5.61,0.02,4.61,0.02,3.62,0.02,2.66,0.05,1.78,0.17,1.05,0.44,0.53,0.92,0.23,1.62,0.08,2.47
421,51.45,6.44,0.02,5.44,0.02,4.44,0.02,3.45,0.02,2.49,0.05,1.62,0.19,0.92,0.49,0.44,1.01,0.18,1.74,0.06,2.62
420,51.45,6.46,0.02,5.46,0.02,4.46,0.02,3.47,0.04,2.51,0.06,1.64,0.19,0.94,0.48,0.46,1.0,0.18,1.73,0.06,2.6
419,51.46,6.45,0.02,5.45,0.02,4.46,0.03,3.47,0.06,2.53,0.08,1.69,0.24,1.01,0.56,0.53,1.08,0.24,1.79,0.09,2.64
418,51.47,6.48,0.02,5.48,0.02,4.48,0.02,3.49,0.06,2.55,0.07,1.69,0.22,1.0,0.52,0.51,1.04,0.22,1.75,0.08,2.61
417,51.48,6.47,0.02,5.47,0.02,4.47,0.02,3.48,0.04,2.52,0.05,1.65,0.18,0.95,0.48,0.46,0.99,0.18,1.71,0.06,2.59
416,51.5,6.51,0.02,5.51,0.02,4.51,0.02,3.52,0.04,2.55,0.04,1.67,0.16,0.95,0.44,0.45,0.95,0.18,1.67,0.06,2.55
415,51.63,6.62,0.02,5.62,0.02,4.62,0.02,3.62,0.03,2.65,0.03,1.75,0.13,1.0,0.38,0.47,0.86,0.18,1.56,0.06,2.44
414,51.73,6.72,0.02,5.72,0.02,4.72,0.02,3.73,0.02,2.75,0.03,1.84,0.11,1.07,0.35,0.52,0.8,0.21,1.48,0.07,2.34
413,51.92,6.93,0.02,5.93,0.02,4.93,0.02,3.94,0.02,2.96,0.03,2.04,0.11,1.25,0.32,0.66,0.73,0.29,1.36,0.11,2.17
412,52.0,6.99,0.02,5.99,0.02,4.99,0.02,4.0,0.03,3.02,0.03,2.1,0.11,1.3,0.31,0.7,0.71,0.32,1.33,0.12,2.13
411,51.88,6.87,0.02,5.87,0.02,4.87,0.02,3.88,0.04,2.91,0.04,2.01,0.14,1.25,0.38,0.68,0.81,0.31,1.44,0.12,2.25
410,51.92,6.93,0.02,5.93,0.02,4.93,0.02,3.94,0.04,2.97,0.05,2.08,0.15,1.31,0.38,0.73,0.8,0.35,1.42,0.14,2.21
409,52.33,7.32,0.02,6.32,0.02,5.32,0.02,4.33,0.03,3.36,0.04,2.44,0.12,1.63,0.31,0.98,0.66,0.52,1.2,0.24,1.93
408,52.02,7.01,0.02,6.01,0.02,5.01,0.02,4.02,0.04,3.06,0.05,2.16,0.15,1.38,0.37,0.79,0.78,0.39,1.38,0.17,2.16
407,52.12,7.11,0.02,6.11,0.02,5.11,0.02,4.12,0.04,3.15,0.04,2.24,0.13,1.45,0.34,0.84,0.73,0.42,1.32,0.18,2.08
406,52.1,7.09,0.02,6.09,0.02,5.09,0.02,4.1,0.03,3.12,0.03,2.2,0.11,1.4,0.31,0.78,0.69,0.38,1.29,0.15,2.06
405,52.14,7.15,0.02,6.15,0.02,5.15,0.02,4.15,0.02,3.17,0.02,2.23,0.08,1.4,0.25,0.76,0.61,0.35,1.2,0.13,1.98
404,52.48,7.49,0.02,6.49,0.02,5.49,0.02,4.49,0.02,3.5,0.02,2.55,0.05,1.68,0.18,0.97,0.47,0.47,0.98,0.19,1.7
403,52.35,7.34,0.02,6.34,0.02,5.34,0.02,4.34,0.02,3.36,0.02,2.41,0.07,1.57,0.23,0.9,0.56,0.44,1.1,0.18,1.84
402,52.2,7.21,0.02,6.21,0.02,5.21,0.02,4.21,0.02,3.23,0.03,2.31,0.1,1.49,0.28,0.85,0.64,0.41,1.21,0.17,1.96
401,52.2,7.2,0.02,6.2,0.02,5.2,0.02,4.2,0.02,3.22,0.02,2.29,0.09,1.47,0.27,0.82,0.63,0.4,1.2,0.16,1.96
400,52.13,7.13,0.02,6.13,0.02,5.14,0.02,4.14,0.02,3.16,0.02,2.23,0.09,1.41,0.28,0.78,0.65,0.37,1.23,0.14,2.01
399,52.36,7.36,0.02,6.36,0.02,5.36,0.02,4.36,0.02,3.38,0.02,2.43,0.07,1.58,0.22,0.9,0.54,0.44,1.08,0.18,1.82
398,52.57,7.57,0.02,6.57,0.02,5.57,0.02,4.57,0.02,3.59,0.02,2.63,0.06,1.76,0.19,1.05,0.48,0.54,0.97,0.24,1.66
397,52.37,7.36,0.02,6.36,0.02,5.36,0.02,4.37,0.02,3.38,0.02,2.43,0.06,1.57,0.21,0.89,0.53,0.43,1.06,0.17,1.81
396,52.41,7.42,0.02,6.42,0.02,5.42,0.02,4.42,0.02,3.44,0.02,2.5,0.08,1.66,0.24,0.98,0.56,0.5,1.08,0.22,1.8
395,52.38,7.39,0.02,6.39,0.02,5.39,0.02,4.39,0.03,3.41,0.03,2.48,0.1,1.65,0.27,0.99,0.6,0.52,1.13,0.23,1.85
394,52.27,7.28,0.02,6.28,0.02,5.28,0.02,4.29,0.03,3.32,0.04,2.4,0.12,1.59,0.31,0.94,0.66,0.49,1.21,0.22,1.94
393,52.21,7.2,0.02,6.2,0.02,5.2,0.02,4.21,0.03,3.24,0.04,2.33,0.13,1.53,0.33,0.9,0.7,0.47,1.27,0.21,2.01
392,52.29,7.28,0.02,6.28,0.02,5.28,0.02,4.29,0.03,3.32,0.04,2.4,0.12,1.59,0.31,0.95,0.67,0.5,1.22,0.23,1.95
391,52.4,7.41,0.02,6.41,0.02,5.41,0.02,4.42,0.02,3.44,0.03,2.5,0.09,1.67,0.25,0.99,0.58,0.52,1.11,0.23,1.82
390,52.61,7.62,0.02,6.62,0.02,5.62,0.02,4.62,0.02,3.64,0.02,2.69,0.07,1.82,0.2,1.1,0.48,0.59,0.96,0.27,1.65
389,52.38,7.37,0.02,6.37,0.02,5.37,0.02,4.38,0.02,3.41,0.04,2.49,0.12,1.68,0.31,1.02,0.66,0.56,1.19,0.27,1.9
388,52.44,7.43,0.02,6.43,0.02,5.43,0.02,4.44,0.02,3.46,0.03,2.53,0.1,1.7,0.27,1.02,0.59,0.54,1.11,0.25,1.82
387,52.45,7.46,0.02,6.46,0.02,5.46,0.02,4.47,0.02,3.49,0.03,2.56,0.11,1.74,0.28,1.06,0.6,0.58,1.12,0.28,1.82
386,52.44,7.43,0.02,6.43,0.02,5.43,0.02,4.44,0.02,3.46,0.03,2.54,0.11,1.71,0.28,1.04,0.61,0.56,1.13,0.27,1.84
385,52.52,7.53,0.02,6.53,0.02,5.53,0.02,4.53,0.02,3.55,0.03,2.62,0.09,1.77,0.25,1.09,0.56,0.59,1.06,0.28,1.75
384,52.52,7.53,0.02,6.53,0.02,5.53,0.02,4.54,0.02,3.56,0.03,2.62,0.09,1.78,0.25,1.09,0.56,0.59,1.06,0.28,1.75
383,52.38,7.39,0.02,6.39,0.02,5.39,0.02,4.4,0.02,3.42,0.03,2.48,0.09,1.65,0.26,0.98,0.59,0.51,1.12,0.23,1.84
382,52.34,7.35,0.02,6.35,0.02,5.35,0.02,4.35,0.02,3.38,0.03,2.45,0.1,1.62,0.27,0.96,0.61,0.5,1.15,0.22,1.87
381,52.25,7.26,0.02,6.26,0.02,5.26,0.02,4.27,0.02,3.3,0.03,2.38,0.12,1.57,0.31,0.92,0.66,0.48,1.22,0.21,1.95
380,52.07,7.08,0.02,6.08,0.02,5.09,0.02,4.09,0.02,3.12,0.03,2.2,0.12,1.4,0.32,0.79,0.71,0.38,1.3,0.16,2.07
379,52.0,6.99,0.02,5.99,0.02,4.99,0.02,4.0,0.02,3.03,0.04,2.13,0.14,1.35,0.36,0.76,0.77,0.37,1.38,0.15,2.16
378,51.91,6.92,0.02,5.92,0.02,4.93,0.02,3.93,0.02,2.96,0.04,2.06,0.14,1.29,0.36,0.71,0.79,0.33,1.41,0.13,2.21
377,52.05,7.05,0.01,6.05,0.02,5.05,0.02,4.06,0.02,3.09,0.04,2.18,0.13,1.4,0.35,0.79,0.74,0.39,1.34,0.16,2.11
376,52.02,7.03,0.01,6.03,0.02,5.03,0.02,4.04,0.02,3.06,0.03,2.15,0.11,1.35,0.32,0.75,0.72,0.35,1.32,0.14,2.11
375,51.96,6.95,0.02,5.95,0.02,4.95,0.02,3.96,0.02,2.98,0.03,2.06,0.1,1.26,0.31,0.66,0.71,0.29,1.34,0.1,2.15
374,52.09,7.08,0.02,6.08,0.02,5.08,0.02,4.09,0.02,3.11,0.03,2.18,0.1,1.37,0.29,0.75,0.67,0.35,1.27,0.13,2.05
373,52.13,7.14,0.01,6.14,0.02,5.14,0.02,4.14,0.02,3.15,0.02,2.19,0.05,1.34,0.2,0.7,0.56,0.28,1.14,0.09,1.95
372,52.04,7.05,0.02,6.05,0.02,5.05,0.02,4.05,0.02,3.07,0.02,2.12,0.06,1.28,0.23,0.65,0.6,0.27,1.21,0.08,2.03
371,52.03,7.03,0.01,6.03,0.02,5.03,0.02,4.03,0.02,3.04,0.02,2.09,0.06,1.25,0.22,0.63,0.59,0.25,1.21,0.08,2.04
370,52.05,7.04,0.02,6.04,0.02,5.04,0.02,4.04,0.02,3.06,0.02,2.12,0.08,1.29,0.25,0.67,0.63,0.28,1.25,0.1,2.06
369,52.04,7.05,0.01,6.05,0.02,5.05,0.02,4.06,0.02,3.07,0.02,2.13,0.07,1.3,0.24,0.68,0.63,0.28,1.23,0.09,2.04
368,51.88,6.87,0.02,5.87,0.02,4.87,0.02,3.87,0.02,2.88,0.02,1.95,0.08,1.14,0.27,0.55,0.69,0.21,1.35,0.06,2.2
367,51.76,6.77,0.02,5.77,0.02,4.77,0.02,3.78,0.02,2.8,0.03,1.89,0.12,1.12,0.35,0.57,0.8,0.24,1.47,0.08,2.31
366,51.82,6.83,0.02,5.83,0.02,4.83,0.02,3.83,0.02,2.85,0.02,1.93,0.1,1.15,0.32,0.58,0.75,0.24,1.41,0.08,2.25
365,51.78,6.77,0.02,5.77,0.02,4.77,0.02,3.78,0.02,2.8,0.03,1.89,0.12,1.12,0.35,0.57,0.79,0.24,1.46,0.08,2.31
364,51.68,6.68,0.02,5.68,0.02,4.68,0.02,3.68,0.02,2.71,0.03,1.8,0.12,1.04,0.37,0.51,0.83,0.2,1.52,0.06,2.38
363,51.73,6.72,0.01,5.72,0.02,4.72,0.02,3.72,0.02,2.74,0.02,1.83,0.11,1.05,0.33,0.52,0.8,0.19,1.48,0.06,2.34
362,51.67,6.68,0.01,5.68,0.02,4.68,0.02,3.69,0.02,2.7,0.02,1.76,0.08,0.97,0.28,0.43,0.75,0.14,1.45,0.03,2.35
361,51.53,6.54,0.01,5.54,0.02,4.54,0.02,3.54,0.02,2.56,0.02,1.63,0.09,0.87,0.33,0.36,0.82,0.11,1.57,0.02,2.48
360,51.44,6.45,0.02,5.45,0.02,4.45,0.02,3.45,0.02,2.48,0.03,1.58,0.13,0.85,0.4,0.36,0.92,0.12,1.67,0.03,2.58
359,51.24,6.24,0.02,5.24,0.02,4.24,0.02,3.25,0.02,2.29,0.05,1.44,0.2,0.77,0.53,0.34,1.1,0.12,1.88,0.03,2.79
358,51.05,6.05,0.02,5.05,0.02,4.05,0.02,3.05,0.02,2.09,0.04,1.23,0.18,0.6,0.55,0.21,1.16,0.06,2.01,0.02,2.96
357,51.22,6.21,0.02,5.21,0.02,4.21,0.02,3.21,0.02,2.24,0.03,1.36,0.15,0.68,0.47,0.26,1.05,0.03,1.87,0.02,2.81
356,51.2,6.21,0.02,5.21,0.02,4.21,0.02,3.22,0.02,2.26,0.04,1.39,0.18,0.72,0.5,0.29,1.09,0.04,1.88,0.02,2.81
355,51.5,6.5,0.02,5.5,0.02,4.5,0.02,3.5,0.02,2.53,0.03,1.63,0.13,0.89,0.4,0.4,0.9,0.07,1.65,0.04,2.54
354,51.29,6.3,0.02,5.3,0.02,4.3,0.02,3.31,0.02,2.36,0.06,1.5,0.2,0.82,0.52,0.37,1.07,0.07,1.84,0.04,2.74
353,51.26,6.25,0.02,5.25,0.02,4.26,0.02,3.26,0.02,2.3,0.05,1.43,0.18,0.76,0.51,0.32,1.07,0.05,1.85,0.03,2.77
352,51.56,6.55,0.02,5.55,0.02,4.55,0.02,3.55,0.02,2.59,0.04,1.7,0.15,0.97,0.43,0.47,0.92,0.11,1.64,0.06,2.51
351,51.72,6.71,0.02,5.71,0.02,4.71,0.02,3.71,0.02,2.74,0.03,1.83,0.12,1.07,0.36,0.53,0.82,0.13,1.5,0.07,2.36
350,51.61,6.6,0.02,5.6,0.02,4.6,0.02,3.61,0.02,2.66,0.06,1.78,0.18,1.06,0.46,0.54,0.94,0.15,1.64,0.09,2.48
349,51.76,6.75,0.02,5.75,0.02,4.75,0.02,3.76,0.02,2.8,0.05,1.91,0.16,1.17,0.42,0.62,0.87,0.19,1.54,0.11,2.36
348,51.88,6.89,0.02,5.89,0.02,4.9,0.02,3.91,0.02,2.95,0.06,2.07,0.17,1.31,0.42,0.74,0.85,0.27,1.47,0.16,2.26
347,51.92,6.91,0.02,5.91,0.02,4.92,0.02,3.93,0.02,2.97,0.06,2.09,0.18,1.34,0.43,0.77,0.86,0.29,1.48,0.17,2.26
346,51.79,6.78,0.02,5.78,0.02,4.78,0.02,3.79,0.02,2.84,0.07,1.97,0.2,1.24,0.47,0.69,0.92,0.24,1.56,0.14,2.37
345,51.81,6.8,0.02,5.8,0.02,4.8,0.02,3.82,0.02,2.87,0.07,2.0,0.2,1.26,0.47,0.71,0.92,0.25,1.56,0.15,2.35
344,51.84,6.85,0.02,5.85,0.02,4.86,0.02,3.87,0.02,2.91,0.06,2.03,0.18,1.28,0.43,0.72,0.86,0.25,1.5,0.15,2.29
343,51.93,6.92,0.02,5.92,0.02,4.92,0.02,3.93,0.02,2.97,0.05,2.08,0.16,1.32,0.4,0.75,0.83,0.27,1.45,0.16,2.23
342,51.74,6.73,0.02,5.73,0.02,4.74,0.02,3.75,0.02,2.79,0.05,1.91,0.17,1.17,0.43,0.63,0.89,0.19,1.55,0.11,2.38
341,51.75,6.74,0.02,5.74,0.02,4.74,0.02,3.75,0.02,2.8,0.06,1.92,0.18,1.18,0.44,0.64,0.9,0.2,1.56,0.12,2.38
340,51.85,6.84,0.02,5.84,0.02,4.84,0.02,3.85,0.02,2.88,0.04,1.99,0.15,1.23,0.39,0.66,0.83,0.21,1.47,0.12,2.28
339,51.9,6.91,0.02,5.91,0.02,4.91,0.02,3.91,0.02,2.94,0.03,2.03,0.12,1.25,0.34,0.66,0.76,0.2,1.39,0.11,2.2
338,51.72,6.73,0.02,5.73,0.02,4.73,0.02,3.73,0.02,2.76,0.03,1.85,0.12,1.09,0.36,0.55,0.82,0.13,1.49,0.07,2.34
337,51.63,6.62,0.02,5.62,0.02,4.63,0.02,3.63,0.02,2.67,0.05,1.79,0.16,1.05,0.43,0.53,0.91,0.14,1.6,0.08,2.45
336,51.75,6.76,0.02,5.76,0.02,4.76,0.02,3.77,0.02,2.81,0.05,1.93,0.17,1.18,0.42,0.64,0.88,0.2,1.53,0.11,2.35
335,51.78,6.77,0.02,5.77,0.02,4.78,0.02,3.79,0.02,2.84,0.07,1.97,0.19,1.23,0.46,0.69,0.91,0.24,1.56,0.14,2.37
334,51.75,6.76,0.02,5.76,0.02,4.76,0.02,3.77,0.02,2.81,0.05,1.93,0.17,1.19,0.43,0.64,0.88,0.2,1.54,0.12,2.36
333,51.76,6.75,0.02,5.75,0.02,4.76,0.02,3.77,0.02,2.82,0.07,1.96,0.2,1.23,0.47,0.68,0.93,0.24,1.58,0.14,2.39
332,51.89,6.9,0.02,5.9,0.02,4.9,0.02,3.91,0.02,2.95,0.05,2.06,0.16,1.31,0.41,0.73,0.83,0.26,1.46,0.15,2.25
331,52.0,6.99,0.02,5.99,0.02,4.99,0.02,4.0,0.02,3.04,0.05,2.14,0.15,1.37,0.38,0.78,0.79,0.29,1.4,0.17,2.18
330,51.93,6.94,0.02,5.94,0.02,4.94,0.02,3.95,0.02,2.99,0.06,2.11,0.17,1.35,0.41,0.77,0.83,0.28,1.45,0.17,2.23
329,52.01,7.0,0.02,6.0,0.02,5.01,0.02,4.02,0.02,3.07,0.07,2.19,0.19,1.44,0.44,0.85,0.85,0.34,1.45,0.21,2.21
328,52.08,7.08,0.02,6.08,0.02,5.09,0.02,4.1,0.02,3.14,0.06,2.25,0.17,1.48,0.4,0.88,0.8,0.35,1.38,0.22,2.13
327,52.0,7.0,0.02,6.0,0.02,5.0,0.02,4.01,0.02,3.06,0.07,2.18,0.19,1.43,0.43,0.85,0.85,0.33,1.45,0.21,2.21
326,51.79,6.79,0.02,5.79,0.02,4.8,0.02,3.81,0.02,2.87,0.07,2.0,0.21,1.27,0.48,0.73,0.93,0.36,1.57,0.16,2.37
325,51.63,6.64,0.02,5.64,0.02,4.65,0.02,3.67,0.03,2.74,0.1,1.89,0.25,1.2,0.56,0.68,1.04,0.34,1.7,0.15,2.51
324,51.77,6.76,0.02,5.76,0.02,4.77,0.02,3.79,0.03,2.86,0.1,2.02,0.26,1.31,0.55,0.77,1.01,0.41,1.65,0.19,2.43
323,51.61,6.62,0.02,5.63,0.02,4.64,0.02,3.67,0.05,2.76,0.14,1.94,0.32,1.26,0.64,0.75,1.13,0.4,1.78,0.2,2.57
322,51.73,6.72,0.02,5.72,0.02,4.73,0.02,3.76,0.04,2.84,0.12,2.01,0.29,1.32,0.6,0.79,1.07,0.43,1.7,0.21,2.49
321,51.88,6.89,0.02,5.89,0.02,4.9,0.02,3.93,0.04,3.0,0.11,2.15,0.26,1.43,0.54,0.87,0.98,0.49,1.59,0.24,2.35
320,51.7,6.69,0.02,5.7,0.02,4.71,0.02,3.74,0.05,2.82,0.13,2.0,0.31,1.31,0.62,0.78,1.09,0.43,1.73,0.21,2.52
319,51.78,6.79,0.02,5.79,0.02,4.8,0.02,3.83,0.04,2.91,0.12,2.07,0.28,1.37,0.58,0.83,1.04,0.46,1.67,0.23,2.44
318,51.61,6.6,0.02,5.6,0.02,4.61,0.02,3.64,0.05,2.73,0.14,1.92,0.32,1.24,0.64,0.73,1.14,0.39,1.8,0.19,2.59
317,51.54,6.55,0.02,5.56,0.02,4.57,0.02,3.6,0.05,2.69,0.14,1.88,0.32,1.21,0.65,0.71,1.15,0.37,1.82,0.18,2.62
316,51.88,6.89,0.02,5.89,0.02,4.9,0.02,3.93,0.05,3.01,0.12,2.17,0.29,1.46,0.58,0.91,1.02,0.52,1.63,0.27,2.38
315,51.86,6.85,0.02,5.86,0.02,4.87,0.02,3.9,0.05,2.99,0.13,2.16,0.31,1.45,0.6,0.91,1.06,0.52,1.67,0.27,2.42
314,51.65,6.66,0.02,5.66,0.02,4.68,0.02,3.72,0.07,2.82,0.17,2.02,0.36,1.35,0.69,0.83,1.17,0.47,1.81,0.24,2.59
313,51.64,6.63,0.02,5.64,0.02,4.65,0.02,3.69,0.06,2.79,0.15,1.98,0.34,1.3,0.67,0.79,1.16,0.44,1.8,0.22,2.59
312,51.47,6.48,0.02,5.48,0.02,4.5,0.02,3.55,0.07,2.66,0.18,1.87,0.39,1.22,0.75,0.73,1.26,0.4,1.93,0.2,2.73
311,51.45,6.44,0.02,5.45,0.02,4.46,0.02,3.51,0.07,2.62,0.18,1.84,0.4,1.19,0.75,0.71,1.27,0.39,1.95,0.19,2.75
310,51.31,6.32,0.02,5.32,0.02,4.34,0.02,3.39,0.08,2.51,0.19,1.73,0.42,1.11,0.79,0.65,1.33,0.34,2.03,0.17,2.85
309,51.31,6.3,0.02,5.31,0.02,4.32,0.02,3.37,0.07,2.48,0.18,1.7,0.4,1.07,0.77,0.62,1.31,0.32,2.02,0.15,2.85
308,51.41,6.42,0.02,5.42,0.02,4.44,0.02,3.48,0.07,2.59,0.18,1.81,0.39,1.17,0.75,0.69,1.27,0.37,1.95,0.18,2.76
307,51.49,6.48,0.02,5.48,0.02,4.5,0.02,3.54,0.06,2.63,0.15,1.83,0.35,1.18,0.7,0.69,1.21,0.36,1.88,0.17,2.69
306,51.26,6.27,0.02,5.28,0.02,4.29,0.02,3.33,0.06,2.44,0.17,1.66,0.39,1.03,0.76,0.58,1.31,0.29,2.02,0.13,2.86
305,51.17,6.16,0.02,5.16,0.02,4.17,0.02,3.21,0.05,2.32,0.16,1.54,0.38,0.92,0.76,0.49,1.33,0.23,2.07,0.1,2.94
304,51.19,6.19,0.02,5.2,0.02,4.21,0.02,3.26,0.06,2.37,0.17,1.59,0.4,0.98,0.78,0.54,1.35,0.27,2.07,0.12,2.92
303,51.37,6.37,0.02,5.37,0.02,4.39,0.02,3.42,0.05,2.52,0.14,1.71,0.34,1.07,0.7,0.6,1.23,0.3,1.93,0.13,2.76
302,51.03,6.02,0.02,5.02,0.02,4.04,0.02,3.08,0.06,2.2,0.18,1.44,0.42,0.85,0.83,0.44,1.43,0.21,2.19,0.08,3.06
301,51.03,6.04,0.02,5.05,0.02,4.07,0.02,3.12,0.08,2.25,0.2,1.49,0.45,0.91,0.86,0.5,1.45,0.24,2.2,0.1,3.06
300,50.9,5.89,0.02,4.9,0.02,3.92,0.03,2.98,0.09,2.12,0.23,1.4,0.51,0.83,0.93,0.44,1.55,0.21,2.32,0.09,3.2
299,50.8,5.8,0.02,4.82,0.03,3.86,0.08,2.97,0.18,2.17,0.38,1.49,0.7,0.95,1.17,0.57,1.78,0.31,2.53,0.16,3.37
298,50.82,5.84,0.02,4.85,0.03,3.9,0.07,3.0,0.17,2.19,0.36,1.5,0.67,0.96,1.13,0.57,1.74,0.32,2.49,0.16,3.33
297,50.41,5.43,0.02,4.45,0.03,3.5,0.08,2.61,0.19,1.83,0.41,1.2,0.78,0.72,1.3,0.4,1.97,0.2,2.78,0.09,3.67
296,50.69,5.71,0.02,4.72,0.02,3.77,0.06,2.86,0.16,2.05,0.35,1.37,0.67,0.85,1.15,0.48,1.78,0.25,2.55,0.12,3.41
295,50.87,5.89,0.02,4.9,0.02,3.94,0.06,3.03,0.15,2.21,0.32,1.51,0.62,0.96,1.07,0.56,1.68,0.3,2.42,0.15,3.27
294,50.87,5.86,0.02,4.87,0.02,3.91,0.05,2.99,0.14,2.17,0.31,1.46,0.6,0.91,1.06,0.53,1.67,0.28,2.42,0.13,3.27
293,51.0,6.0,0.02,5.01,0.02,4.04,0.05,3.12,0.12,2.28,0.28,1.56,0.56,0.99,0.99,0.58,1.58,0.31,2.31,0.15,3.16
292,50.84,5.86,0.02,4.87,0.02,3.92,0.06,3.01,0.16,2.19,0.34,1.5,0.65,0.96,1.11,0.57,1.71,0.31,2.46,0.15,3.3
291,50.67,5.67,0.02,4.69,0.03,3.75,0.09,2.86,0.2,2.07,0.42,1.41,0.76,0.9,1.24,0.53,1.88,0.29,2.63,0.15,3.49
290,50.7,5.72,0.02,4.74,0.03,3.79,0.08,2.9,0.19,2.11,0.39,1.44,0.72,0.91,1.2,0.54,1.82,0.29,2.58,0.15,3.43
289,50.38,5.41,0.02,4.44,0.04,3.51,0.11,2.64,0.25,1.89,0.49,1.27,0.87,0.79,1.4,0.46,2.07,0.25,2.85,0.12,3.73
288,50.45,5.45,0.02,4.48,0.04,3.55,0.11,2.69,0.25,1.93,0.49,1.3,0.86,0.82,1.38,0.48,2.04,0.26,2.83,0.13,3.7
287,50.08,5.1,0.02,4.14,0.06,3.23,0.15,2.4,0.33,1.69,0.61,1.12,1.04,0.69,1.61,0.39,2.32,0.21,3.13,0.1,4.03
286,50.11,5.14,0.02,4.18,0.06,3.26,0.14,2.43,0.3,1.7,0.58,1.12,1.0,0.69,1.56,0.39,2.27,0.2,3.08,0.1,3.98
285,50.04,5.05,0.02,4.08,0.06,3.17,0.14,2.34,0.31,1.62,0.6,1.05,1.03,0.63,1.61,0.35,2.33,0.18,3.15,0.09,4.06
284,50.2,5.22,0.02,4.25,0.04,3.32,0.11,2.46,0.26,1.72,0.52,1.12,0.92,0.68,1.47,0.38,2.17,0.19,2.99,0.09,3.88
283,50.21,5.21,0.02,4.24,0.04,3.31,0.1,2.45,0.24,1.7,0.5,1.1,0.9,0.66,1.45,0.36,2.16,0.18,2.98,0.08,3.88
282,50.35,5.36,0.02,4.38,0.02,3.42,0.07,2.53,0.17,1.75,0.39,1.11,0.76,0.64,1.29,0.34,1.98,0.16,2.8,0.07,3.71
281,50.44,5.43,0.02,4.45,0.02,3.49,0.06,2.59,0.16,1.79,0.36,1.14,0.71,0.66,1.23,0.35,1.92,0.16,2.73,0.07,3.64
